date,language,type,title,by,overall,quality,repeatability
01-May-19,Telugu,movie,Sailaja Reddy Alludu,"Naga Chaitanya, Anu Emmanuel",2,3,1
01-May-19,Hindi,movie,Namastey London,"Akshay Kumar, Katrina Kaif",3,3,2
30-Apr-19,Telugu,movie,Nannaku Prematho,"Jr NTR, Jagapathi Babu",4,4,2
28-Apr-19,Malayalam,movie,Villain,"Mohanlal, Vishal, Rashi Khanna, Hansika",3,4,1
27-Apr-19,Tamil,movie,Oru Melliya Kodu,"Arjun, Shaam, Manisha Koirala",3,3,1
27-Apr-19,Tamil,movie,Malaikottai,"Vishal, Priya Mani",2,2,1
20-Apr-19,Malayalam,movie,Bhaskar The Rascal,"Mammootty, Nayantara",3,3,1
20-Apr-19,Telugu,movie,Jersey,Nani,3,4,1
18-Apr-19,English,movie,Going in Style,"Michael Caine, Morgan Freeman",3,3,1
11-Apr-19,English,movie,Fantastic Beasts: The Crimes of Grindelwald,"David Yates, Johnny Depp",3,3,1
10-Apr-19,English,movie,A Walk in the Tombstones,Liam Neeson,3,3,1
09-Apr-19,Tamil,movie,Viswasam,"Ajith, Nayantara",4,4,3
07-Apr-19,English,movie,Equalizer 2,Denzel Washington,2,2,1
07-Apr-19,Telugu,movie,MLA,,2,2,1
07-Apr-19,Tamil,movie,Sandakozhi 2,"Vishal, Raj Kiran",2,2,1
06-Apr-19,English,movie,Get Out,,3,3,1
06-Apr-19,English,movie,The Incredibles 2,,3,4,2
28-Mar-19,Telugu,movie,Kotha Janta,"Allu Sirish, Regina Cassandra",2,3,1
24-Mar-19,Hindi,movie,Uri,Vicky Kaushal,3,3,1
23-Mar-19,Tamil,movie,Dev,"Karthi, Rakul Preet Singh",3,3,1
18-Mar-19,English,movie,The  King of Thieves,Michael Caine,2,2,1
18-Mar-19,English,movie,Destination Wedding,"Keanu Reeves,  Winona Ryder",3,3,1
17-Mar-19,English,movie,Deadpool,Ryan Reynolds,3,3,1
16-Mar-19,English,movie,Aquaman,Jason  Momoa,4,4,1
16-Mar-19,Tamil,movie,Yatchan,Arya,3,3,1
15-Mar-19,Tamil,movie,Viswasam,"Ajith, Nayantara",4,4,3
14-Mar-19,Telugu,movie,Aravinda Sametha Veera Raghava,"Jr NTR, Pooja Hegde",4,4,2
13-Mar-19,Telugu,movie,Raju Gadu,"Raj Tarun, Amyra Dastur",2,2,1
10-Mar-19,Tamil,movie,Adanga Maru,Jayam Ravi,3,3,1
09-Mar-19,Tamil,movie,Mr Chandramouli,"Gautam Karthik, Regina Cassandra, Karthik",3,3,1
03-Mar-19,Hindi,movie,Gully Boy,Ranveer Singh,4,4,1
25-Feb-19,Telugu,movie,Fidaa,"Shekar Kammula, Varun Tej, Sai Pallavi",5,5,2
24-Feb-19,Hindi,movie,Guzarish,"Hritik Roshan, Aishwarya Rai",3,4,1
24-Feb-19,Tamil,movie,Orange Mittai,Vijay Sethupathi,3,4,1
22-Feb-19,Telugu,movie,Vinaya Vidheya Rama,Ram Charan Teja,1,1,1
22-Feb-19,Tamil,movie,Petta,Rajnikanth,3,3,2
20-Feb-19,Telugu,movie,Bangaram,Pawan Kalyan,2,2,1
19-Feb-19,Telugu,movie,Balu ABCDEFG,Pawan Kalyan,2,3,1
17-Feb-19,Tamil,movie,Nipunan,"Arjun, Prasanna, Varalaxmi",3,4,1
16-Feb-19,Hindi,movie,Ek Mein Aur Ek Tu,"Imran Khan, Kareena Kapoor",3,3,1
15-Feb-19,Telugu,movie,Arunachalam,Rajnikanth,3,3,2
12-Feb-19,English,movie,Deja Vu,Denzel Washington,3,3,2
10-Feb-19,Telugu,movie,Nela Ticket,Ravi Teja,2,2,1
09-Feb-19,English,TV series,Designated Survivor S02E22,Kiefer Sutherland,3,3,1
09-Feb-19,English,TV series,Designated Survivor S02E21,Kiefer Sutherland,3,3,1
09-Feb-19,English,TV series,Designated Survivor S02E20,Kiefer Sutherland,3,3,1
09-Feb-19,English,TV series,Designated Survivor S02E19,Kiefer Sutherland,3,3,1
09-Feb-19,English,TV series,Designated Survivor S02E18,Kiefer Sutherland,3,3,1
09-Feb-19,English,TV series,Designated Survivor S02E17,Kiefer Sutherland,3,3,1
08-Feb-19,Hindi,movie,Tanu Weds Manu Returns,"Madhavan, Kangana Ranaut",3,4,1
08-Feb-19,English,TV series,Designated Survivor S02E16,Kiefer Sutherland,3,3,1
08-Feb-19,English,TV series,Designated Survivor S02E15,Kiefer Sutherland,2,2,1
07-Feb-19,Hindi,movie,Raees,Shah Rukh Khan,3,3,1
06-Feb-19,English,TV series,Designated Survivor S02E14,Kiefer Sutherland,2,2,1
05-Feb-19,English,TV series,Designated Survivor S02E13,Kiefer Sutherland,2,2,1
03-Feb-19,English,TV series,Designated Survivor S02E12,Kiefer Sutherland,3,3,1
03-Feb-19,English,TV series,Designated Survivor S02E11,Kiefer Sutherland,3,3,1
02-Feb-19,Telugu,movie,Oohalu Gusagusalade,"Naga Shaurya, Rashi Khanna",2,3,1
01-Feb-19,Telugu,movie,Kandireega,"Ram, Hansika",2,2,1
31-Jan-19,English,TV series,Designated Survivor S02E10,Kiefer Sutherland,3,3,1
30-Jan-19,English,TV series,Designated Survivor S02E09,Kiefer Sutherland,3,3,1
29-Jan-19,English,TV series,Designated Survivor S02E08,Kiefer Sutherland,3,3,1
27-Jan-19,English,TV series,Designated Survivor S02E07,Kiefer Sutherland,3,3,1
26-Jan-19,English,TV series,Designated Survivor S02E06,Kiefer Sutherland,3,3,1
26-Jan-19,Hindi,movie,Jolly LLB 2,"Akshay Kumar, Annu Kapoor",3,3,1
26-Jan-19,Hindi,movie,Andhadhun,"Ayushmann Khurrana, Tabu",4,4,1
25-Jan-19,English,TV series,Designated Survivor S02E05,Kiefer Sutherland,3,3,1
24-Jan-19,English,TV series,Designated Survivor S02E04,Kiefer Sutherland,3,3,1
22-Jan-19,English,TV series,Designated Survivor S02E03,Kiefer Sutherland,3,3,1
22-Jan-19,Telugu,movie,Rama Rama Krishna Krishna,"Ram, Arjun",2,2,1
21-Jan-19,Tamil,movie,Chekka Chivantha Vaanam,"Vijay Sethupathi, Arvind Swamy, Mani Ratnam",3,3,1
21-Jan-19,Hindi,movie,Tanu Weds Manu,"Madhavan, Kangana Ranaut",4,4,2
21-Jan-19,Telugu,movie,Endukante Premanta,"Ram, Tamanna",2,3,1
20-Jan-19,Telugu,movie,Maska,"Ram, Hansika Motwani",2,2,1
20-Jan-19,English,TV series,Designated Survivor S02E02,Kiefer Sutherland,3,3,1
19-Jan-19,English,TV series,Designated Survivor S02E01,Kiefer Sutherland,3,3,1
17-Jan-19,English,TV series,Designated Survivor S01E21,Kiefer Sutherland,3,4,1
17-Jan-19,English,TV series,Designated Survivor S01E20,Kiefer Sutherland,3,3,1
16-Jan-19,English,TV series,Designated Survivor S01E19,Kiefer Sutherland,3,3,1
16-Jan-19,Telugu,movie,Ongole Gitta,"Ram, Prakash Raj",2,2,1
15-Jan-19,Tamil,movie,Saamy 2,"Vikram, Keerthi Suresh",2,2,1
15-Jan-19,English,TV series,Designated Survivor S01E18,Kiefer Sutherland,3,3,1
14-Jan-19,English,TV series,Designated Survivor S01E17,Kiefer Sutherland,3,3,1
13-Jan-19,Telugu,movie,"Ganesh, Just Ganesh","Ram, Kajal Agarwal",2,2,1
13-Jan-19,English,movie,London Has Fallen,"Gerard Butler, Aaron Eckhart",3,3,1
13-Jan-19,English,TV series,Designated Survivor S01E16,Kiefer Sutherland,3,3,1
12-Jan-19,Telugu,movie,Subramanyam for Sale,"Sai Dharam Tej, Regina Cassandra",3,3,1
12-Jan-19,English,TV series,Designated Survivor S01E15,Kiefer Sutherland,3,3,1
11-Jan-19,English,TV series,Designated Survivor S01E14,Kiefer Sutherland,3,3,1
10-Jan-19,Telugu,movie,Shivam,"Ram, Rashi Khanna",2,3,1
09-Jan-19,English,TV series,Designated Survivor S01E13,Kiefer Sutherland,3,3,1
08-Jan-19,Tamil,movie,Gethu,"Udhayanidhi Stalin, Sathyaraj",2,2,1
07-Jan-19,English,TV series,Designated Survivor S01E12,Kiefer Sutherland,3,4,1
06-Jan-19,Telugu,movie,Jagadam,"Ram, Isha",2,2,1
06-Jan-19,English,TV series,Designated Survivor S01E11,Kiefer Sutherland,3,3,1
05-Jan-19,English,movie,Fantastic Beasts and Where To Find Them,David Yates,3,3,1
05-Jan-19,English,TV series,Designated Survivor S01E10,Kiefer Sutherland,3,4,1
04-Jan-19,English,TV series,Designated Survivor S01E09,Kiefer Sutherland,3,4,1
02-Jan-19,English,TV series,Designated Survivor S01E08,Kiefer Sutherland,3,3,1
01-Jan-19,English,TV series,Designated Survivor S01E07,Kiefer Sutherland,3,4,1
31-Dec-18,English,TV series,Designated Survivor S01E06,Kiefer Sutherland,3,3,1
29-Dec-18,English,TV series,Designated Survivor S01E05,Kiefer Sutherland,3,3,1
28-Dec-18,English,TV series,Designated Survivor S01E04,Kiefer Sutherland,2,2,1
27-Dec-18,English,TV series,Designated Survivor S01E04,Kiefer Sutherland,3,3,1
26-Dec-18,English,TV series,Designated Survivor S01E02,Kiefer Sutherland,3,3,1
25-Dec-18,English,TV series,Designated Survivor S01E01,Kiefer Sutherland,3,3,1
25-Dec-18,Tamil,movie,Puli Murugan,Mohanlal,3,3,1
24-Dec-18,Telugu,movie,Supreme,"Sai Dharam Tej, Rashi Khanna",2,2,1
22-Dec-18,Tamil,movie,Venghai,"Dhanush, Tamanna, Raj Kiran",3,3,2
18-Dec-18,Tamil,movie,Meagamann,"Arya, Hansika",3,4,1
18-Dec-18,Telugu,movie,Savyasachi,"Naga Chaitanya, Madhavan",2,3,1
16-Dec-18,Tamil,movie,Kadugu,Bharath,3,4,1
16-Dec-18,Telugu,movie,Hello Guru Prema Kosam,"Ram, Prakash Raj",2,3,1
15-Dec-18,Tamil,movie,Kolamavu Kokila,Nayantara,3,3,2
15-Dec-18,Telugu,movie,Amar Akbar Antony,"Ravi Teja, Ileana",2,2,1
12-Dec-18,Tamil,movie,Thodari,"Dhanush, Keerthi Suresh",3,3,1
07-Dec-18,Telugu,movie,Dwaraka,"Vijay Devarakonda, Pooja Jhaveri",2,2,1
07-Dec-18,Telugu,movie,Geeta Govindam,"Vijay Devarakonda, Rashmita",4,4,2
02-Dec-18,Tamil,movie,Irumbu Thirai,"Vishal, Arjun, Samantha",3,4,1
26-Nov-18,Telugu,movie,Konjam  Ishtam Konjam  Kashtam,"Sidharth, Tamanna",2,3,1
23-Nov-18,Telugu,movie,Rabhasa,"Jr NTR, Samantha",3,3,1
21-Nov-18,Telugu,movie,Intelligent,"Sai Dharam Tej, Lavanya Tripathi",2,2,1
20-Nov-18,Tamil,movie,Seema Raja,"Sivakarthikeyan, Samantha",3,3,2
18-Nov-18,Tamil,movie,Kathi Sandai,Vishal,2,2,1
16-Nov-18,Telugu,movie,Rangasthalam,Ram Charan Teja,3,4,1
11-Nov-18,Tamil,movie,Sarkar,Vijay,2,3,1
10-Nov-18,Tamil,movie,Visharoopam 2,Kamal Hassan,2,2,1
08-Nov-18,Telugu,movie,NOTA,"Vijay Devarakonda, Mehreen Pirzada",2,2,1
07-Nov-18,Tamil,movie,Pariyerum Perumal,"Kathir, Anandhi",4,4,1
06-Nov-18,Tamil,movie,96,"Vijay Sethupathi, Trisha",4,4,2
04-Nov-18,Tamil,movie,Ratsasan,"Vishnu Vishal, Amala Paul",3,4,1
03-Nov-18,Tamil,movie,Imaikka Nodigal,"Nayantara, Atharva, Anurag Kashyap",4,4,1
01-Nov-18,Hindi,movie,Khoobsurat,"Fawad Khan, Sonam Kapoor",3,3,2
01-Nov-18,Telugu,movie,Ramayya Vasthavayya,"Jr NTR, Samantha, Shruti Hassan",2,2,1
28-Oct-18,Telugu,movie,Pratinidhi,Nara Rohit,2,3,1
23-Oct-18,Telugu,movie,Pandaga Chesko,"Ram, Rakul Preet Singh",2,2,1
22-Oct-18,Telugu,movie,Hyper,"Ram Pothineni, Rashi Khanna",2,2,1
21-Oct-18,Telugu,movie,Shatamanam Bhavati,"Sharwanand, Anupama",2,2,1
21-Oct-18,English,movie,Upgrade,Logan Marshall-Green,2,2,1
21-Oct-18,Hindi,movie,Rab Ne Bana Di Jodi,"Shah Rukh Khan, Anushka Sharma",4,3,3
10-Oct-18,Telugu,movie,Goodachari,"Adivi Sesh, Jagapati Babu",3,3,1
02-Oct-18,Telugu,movie,Srinivasa Kalyanam,"Nitin,  Rashi Khanna",2,3,1
30-Sep-18,Telugu,movie,Chalo,"Naga Shaurya, Rashmika",2,2,1
22-Sep-18,English,movie,Anon,Clive Owen,2,2,1
22-Sep-18,Hindi,movie,Newton,Rajkummar Rao,3,4,1
22-Sep-18,Hindi,movie,Raid,Ajay Devgan,3,3,1
22-Sep-18,English,movie,Runner Runner,Ben Affleck,2,3,1
22-Sep-18,English,movie,Tinker Tailor Soldier Spy,"Gary Oldman, Colin Firth, Benedict Cumberbatch",2,3,1
22-Sep-18,English,movie,The Commuter,Liam Neeson,3,3,2
05-Sep-18,English,fiction,Clockwork Angel,Cassandra Clare,2,2,1
05-Sep-18,English,movie,Solo,Alden Ehrenreich,3,4,1
05-Sep-18,Hindi,movie,When Harry Met Sejal,"Shah Rukh Khan, Anushka Sharma",3,3,1
05-Sep-18,English,movie,Den of Thieves,Gerard Butler,2,2,1
05-Sep-18,English,movie,Black Panther,Chadwick Boseman,4,4,1
03-Sep-18,Telugu,movie,Sasirekha Parinayam,"Tarun, Genelia",3,3,1
03-Sep-18,Telugu,movie,Nenunnanu,"Nagarjuna, Shriya Saran",2,2,1
29-Aug-18,Telugu,movie,Jai Lava Kusa,"Jr NTR, Rashi Khanna, Nivedha Thomas",2,2,1
28-Aug-18,Telugu,movie,Agnyathavasi,Pawan Kalyan,2,2,1
26-Aug-18,English,movie,Ready Player One,Steven Spielberg,4,5,1
25-Aug-18,Telugu,movie,Rajadhi Raja,"Cheran, Sharwanand, Nithya Menen",2,2,1
24-Aug-18,Tamil,movie,Kutty,"Dhanush, Shriya",2,3,1
22-Aug-18,Telugu,movie,Yuddham Sharanam,"Naga Chaitanya, Lavanya Tripathi",2,3,1
22-Aug-18,Telugu,movie,Srirastu  Subhamastu,"Allu Sirish, Lavanya Tripathi",2,3,1
18-Aug-18,English,fiction,Mitosis,Brandon Sanderson,2,2,2
16-Aug-18,English,fiction,Calamity,Brandon Sanderson,2,2,2
15-Aug-18,English,movie,Avengers: Infinity War,"Robert Downey Jr, Chris Evans, Samuel Jackson",4,4,1
14-Aug-18,Tamil,movie,Kadaikkutti Singam,Karthi,3,4,1
10-Aug-18,English,fiction,Firefight,Brandon Sanderson,2,2,2
08-Aug-18,Tamil,movie,Nimir,"Priyadarshan, Udhayanidhi Stalin",3,4,1
06-Aug-18,Telugu,movie,Malli Malli Idi Rani Roju,"Sharwanand, Nithya Menen",3,3,1
30-Jul-18,Telugu,movie,Nenu Na Rakshasi,"Rana Daggubati, Ileana",2,3,1
28-Jul-18,English,fiction,Steelheart,Brandon Sanderson,3,3,2
20-Jul-18,English,fiction,Arcanum Unbounded,Brandon Sanderson,2,2,1
14-Jul-18,Telugu,movie,Middle Class Abbayi,"Nani, Sai Pallavi, Bhumika",3,3,2
12-Jul-18,English,movie,Geostorm,Gerard Butler,3,3,1
11-Jul-18,Telugu,movie,Officer,"Nagarjuna, Ram Gopal Verma",3,3,1
10-Jul-18,Telugu,movie,Legend,Balakrishna,1,1,1
08-Jul-18,Telugu,movie,Mister,"Varun Tej, Lavanya Tripathi",2,2,2
07-Jul-18,Hindi,movie,Sanju,Ranbir Kapoor,4,4,2
02-Jul-18,English,movie,Men in Black,"Will Smith, Tommy Lee Jones",3,3,2
01-Jul-18,English,movie,Shooter,Mark Walhberg,3,3,2
30-Jun-18,English,movie,The Sentinel,"Michael Douglas, Keiffer Sutherland",3,3,1
28-Jun-18,English,fiction,Tower of Dawn,Sarah J Maas,2,2,1
24-Jun-18,English,movie,The Longest Yard,Adam Sandler,2,2,1
24-Jun-18,English,movie,Under Siege 2,Steven Seagal,2,2,1
23-Jun-18,English,movie,Ocean's Eleven,"George Clooney, Brad Pitt",3,3,2
22-Jun-18,Telugu,movie,Raja The Great,"Ravi Teja, Mehreen Pirzada",3,3,1
21-Jun-18,English,movie,Under Siege,Steven Seagal,3,3,2
18-Jun-18,English,movie,The Negotiator,"Samuel Jackson, Kevin Spacey",3,3,1
16-Jun-18,Telugu,movie,Kanche,Varun Tej,2,2,1
14-Jun-18,English,fiction,Empire of Storms,Sarah J Maas,2,2,1
06-Jun-18,English,fiction,Queen of Shadows,Sarah J Maas,3,3,1
05-Jun-18,English,movie,Get Smart,"Steve Carell, Anne Hathaway",2,2,1
27-May-18,English,movie,Jumper,,2,3,1
27-May-18,English,movie,Blade Runner 2049,,3,3,1
26-May-18,English,movie,Money Monster,"George Clooney, Julia Roberts",4,4,1
19-May-18,Hindi,movie,Dear Zindagi,,3,3,1
12-May-18,Telugu,movie,Arjun Reddy,,3,4,1
10-May-18,Telugu,movie,Fidaa,"Shekar Kammula, Varun Tej, Sai Pallavi",5,5,2
09-May-18,Telugu,movie,Doosukeltha,,2,2,1
08-May-18,Hindi,movie,Hasee To Phasee,"Sidharth Malhotra, Parineeti Chopra",3,4,1
06-May-18,Hindi,movie,Meri Brother Ki Dulhan,"Imran Khan, Katrina Kaif",2,2,2
29-Apr-18,Telugu,movie,Bharath Ane Nenu,Mahesh Babu,3,3,1
28-Apr-18,English,fiction,Oathbringer,Brandon Sanderson,4,4,2
25-Apr-18,Malayalam,movie,His Highness Abdullah,"Mohanlal, Nedumudi Venu",3,3,1
15-Apr-18,Hindi,movie,Tiger Zinda Hai,"Salman Khan, Katrina Kaif",3,3,1
14-Apr-18,English,fiction,Heir of Fire,Sarah J Maas,3,3,1
10-Apr-18,Telugu,movie,Oosaravelli,"Jr NTR, Tamanna",2,3,1
08-Apr-18,Hindi,movie,Ek Tha Tiger,"Salman Khan, Katrina Kaif",3,3,1
07-Apr-18,Telugu,movie,Touch Chesi Choodu,Ravi Teja,2,2,1
01-Apr-18,Tamil,movie,Gulebaghavali,"Prabhudeva, Hansika, Revathi",3,3,1
31-Mar-18,English,fiction,Crown of Midnight,Sarah J Maas,2,2,1
24-Mar-18,English,movie,The Big Short,,3,3,1
17-Mar-18,Tamil,movie,Mersal,"Vijay, SJ Surya",2,2,1
17-Mar-18,Tamil,movie,Per Sollum Pillai,"Kamal  Hassan, K R Vijaya",2,2,1
16-Mar-18,Tamil,movie,Oru Oorula Rajakumari,"K Bhagyaraj, Meena",3,3,2
15-Mar-18,Tamil,movie,Thegidi,,3,3,2
11-Mar-18,English,movie,Wonder Woman,,3,3,2
10-Mar-18,Tamil,movie,Velainu Vandhutta Vellaikaaran,"Vishnu Vishal, Nikka Galrani",3,3,1
05-Mar-18,English,fiction,Throne of Glass,Sarah J Maas,2,2,1
21-Feb-18,Tamil,movie,Sketch,"Vikram, Tamanna",3,3,1
18-Feb-18,Telugu,movie,A Aa,"Nithin, Samantha",3,3,1
17-Feb-18,Telugu,movie,Heart Attack,"Nithin, Adah Sharma, Puri Jagannath",2,2,1
15-Feb-18,Telugu,movie,Dohchay,"Naga Chaitanya, Kriti Sanon",2,2,1
14-Feb-18,English,movie,American Made,Tom Cruise,3,4,1
11-Feb-18,English,movie,King Arthur: Legend of the Sword,,3,3,1
10-Feb-18,English,movie,Thor: Ragnarok,,3,4,2
07-Feb-18,Tamil,movie,Vedikkai En Vadikkai,"Visu, Poornam Viswanathan",3,3,2
04-Feb-18,Hindi,movie,Padmaavat,,4,4,1
02-Feb-18,Tamil,movie,April Maadhathil,"Srikanth, Sneha",3,3,2
31-Jan-18,Tamil,movie,Ramana,Vijaykanth,3,3,1
20-Jan-18,Tamil,movie,Thaana Sendha Koottam,"Surya, Ramya Krishnan",3,3,1
08-Jan-18,Tamil,movie,Neruppu Da,"Vikram Prabhu, Nikki Galrani",3,3,1
07-Jan-18,Tamil,movie,Ippadai Vellum,"Udhayanidhi Stalin, Soori",3,3,2
07-Jan-18,Telugu,movie,Sainikudu,,2,2,1
25-Dec-17,Tamil,movie,Dheeran Adhigaram Ondru,,3,4,1
20-Dec-17,Telugu,movie,LIE,"Nitin, Megha Akash, Srikanth",3,3,2
15-Dec-17,Telugu,movie,Nenu Sailaja,"Ram Pothineni, Keerthi Suresh",3,3,2
11-Dec-17,English,movie,Spiderman:  Homecoming,Tom Holland,3,4,2
05-Dec-17,Telugu,movie,Anand,Shekar Kammula,3,4,2
24-Nov-17,Telugu,movie,Nene Raju Nene Mantri,"Rana Dagubatti, Kajal Aggarwal",3,3,1
05-Nov-17,Tamil,movie,Spyder,"Mahesh Babu, SJ Surya",3,3,1
03-Nov-17,Telugu,movie,Indra,"Chiranjeevi, Sonali Bendre, Anu Agarwal",2,2,1
02-Nov-17,Telugu,movie,Duvvada Jagannadham,Allu Arjun,2,2,1
30-Oct-17,Telugu,movie,Raarandoi Veduka Chuddam,"Naga  Chaitanya, Rakul Preet Singh",2,2,1
28-Oct-17,Tamil,movie,Thuparivaalan,"Mysskin, Vishal, Prasanna",3,4,1
28-Oct-17,Telugu,movie,Nenu Local,"Nani, Keerthi Suresh",3,3,1
19-Oct-17,Telugu,movie,Kick 2,"Ravi Teja, Rakul Preet Singh",2,2,1
14-Oct-17,English,movie,Unlocked,"Noomi Raplace, Orlando Bloom, Michael Douglas",3,3,1
29-Sep-17,English,movie,Guardians of the Galaxy 2,,3,3,1
29-Sep-17,Telugu,movie,Drona,"Nitin, Priya Mani",1,1,1
24-Sep-17,Telugu,movie,Cameraman Gangatho Rambabu,"Pawan Kalyan, Tamanna",2,3,2
21-Sep-17,Telugu,movie,Bengal Tiger,"Ravi  Teja, Tamanna",2,2,1
19-Sep-17,Telugu,movie,Anjaneyulu,"Ravi Teja, Nayantara",2,2,1
16-Sep-17,Telugu,movie,Oka  Laila Kosam,,2,2,1
10-Sep-17,English,TV series,House of Cards S02,,3,3,1
02-Sep-17,English,TV series,House of Cards S01,,3,3,1
20-Aug-17,Tamil,movie,Rajini Murugan,,3,3,2
19-Aug-17,Tamil,movie,8 Thottakkal,,3,4,1
19-Aug-17,English,fiction,Words of Radiance,Brandon Sanderson,4,4,2
07-Aug-17,English,fiction,The Way of Kings,Brandon Sanderson,4,4,2
05-Aug-17,Tamil,movie,Vikram Vedha,"Madhavan, Vijay Sethupathi",5,5,2
02-Aug-17,English,fiction,Elantris,Brandon Sanderson,3,3,2
10-Jul-17,Tamil,movie,Pa Paandi,,3,3,2
20-Jun-17,Telugu,movie,Loafer,,2,2,1
15-Jun-17,Telugu,movie,Thoofan,"Ram Charan Teja, Priyanka Chopra",2,2,1
10-Jun-17,English,movie,xXx: State of the Union,,2,3,1
07-Jun-17,English,movie,xXx,,2,3,1
05-Jun-17,Telugu,movie,Aatadista,"Nithin, Kajal Agarwal",2,2,1
04-Jun-17,Telugu,movie,Magadheera,"Ram Charan Teja, Kajal Aggarwal",4,4,2
03-Jun-17,Telugu,movie,Pandaga Chesko,"Ram, Rakul Preet Singh",2,2,1
28-May-17,English,TV series,Sherlock: S04E03,"Benedict Cumberbatch, Martin Freeman",4,4,1
28-May-17,English,TV series,Sherlock: S04E02,"Benedict Cumberbatch, Martin Freeman",4,4,1
27-May-17,Telugu,movie,Ek Niranjan,"Prabhas, Kangana Ranaut",2,2,1
21-May-17,Tamil,movie,Kavan,"Vijay Sethupathi, Madonna Sebastian",3,4,2
07-May-17,Tamil,movie,Bahubali 2,"Prabhas, Anushka",4,4,1
28-Apr-17,Telugu,movie,Pilla Zamindar,Nani,2,2,1
28-Apr-17,Tamil,movie,Kutram 23,Arun Vijay,3,4,2
28-Apr-17,Telugu,movie,Athadu,"Mahesh Babu, Trisha",3,3,2
24-Apr-17,Telugu,movie,Jalsa,"Pawan Kalyan, Ileana",2,2,1
21-Apr-17,English,movie,Inferno,Tom Hanks,3,3,1
18-Apr-17,Tamil,movie,Katru Veliyidai,Karthi,2,2,1
14-Apr-17,Telugu,movie,Devudu Chesina Manushula,"Ravi Teja, Ileana",2,2,1
14-Apr-17,English,movie,Rogue One,,3,3,2
13-Apr-17,Telugu,movie,Ishq,"Nitin, Nithya Menen",3,3,2
13-Apr-17,Telugu,movie,Yevade Subramanyam,Nani,2,2,1
13-Apr-17,Telugu,movie,Dohchay,"Naga Chaitanya, Kriti Sanon",2,2,1
11-Apr-17,English,movie,The International,Clive Owen,3,3,2
04-Apr-17,English,movie,The Great Wall,,2,2,1
31-Mar-17,English,TV series,Sherlock: S04E01,"Benedict Cumberbatch, Martin Freeman",4,4,1
29-Mar-17,Telugu,movie,Gentleman,Nani,3,3,2
26-Mar-17,English,movie,John Wick,Keanu Reeves,3,3,1
25-Mar-17,Telugu,movie,Brahmotsavam,"Mahesh Babu, Samantha, Kajal Agarwal",2,3,1
24-Mar-17,English,movie,xXx: The Rise of Xander Cage,,2,3,1
19-Mar-17,Tamil,movie,Onaayum Aattukkuttiyum,Mysskin,4,5,1
19-Mar-17,Telugu,movie,Majnu,"Nani, Anu Emmanuel",3,3,2
18-Mar-17,Telugu,movie,Santhosham,"Nagarjuna, Shriya Saran",2,3,1
17-Mar-17,Telugu,movie,Babu Bangaram,"Venkatesh, Nayantara",2,2,1
16-Mar-17,Telugu,movie,Bruce Lee The Real Hero,"Ram Charan Teja, Rakul Preet Singh",2,3,1
15-Mar-17,Tamil,movie,Pichaikkaran,Vijay Antony,3,3,2
01-Mar-17,Tamil,movie,Kanithan,Atharva,4,4,2
04-Mar-17,Tamil,movie,Iru Mugan,"Vikram, Nayantara",3,4,2
04-Mar-17,English,movie,Assassin's Creed,,2,2,1
04-Mar-17,Telugu,movie,Dhammu,"Jr NTR, Trisha",2,2,1
28-Feb-17,English,movie,Arrival,,4,4,1
26-Feb-17,English,movie,Mr Right,"Sam Rockwell, Anna Kendrick",3,4,2
25-Feb-17,Telugu,movie,Bhale Bhale Magadivoy,"Nani, Lavanya Tripathi",3,4,2
22-Feb-17,Telugu,movie,Ragada,"Nagarjuna, Anushka Shetty, Priya Mani",2,2,1
20-Feb-17,Telugu,movie,Don,"Nagarjuna, Anushka Shetty",2,2,1
11-Feb-17,Tamil,movie,Dhuruvangal Padhinaaru,Rehman,4,4,2
08-Feb-17,Tamil,movie,Bairavaa,"Vijay, Keerthi Reddy",3,3,1
03-Feb-17,English,movie,Doctor Strange,Benedict Cumberbatch,3,3,1
29-Jan-17,Telugu,movie,Paisa,"Nani, Catherine Tresa",3,3,2
27-Jan-17,Telugu,movie,Leader,Rana Dagubatti,4,4,2
26-Jan-17,Telugu,movie,Soggade Chinni Nayana,"Nagarjuna, Ramya Krishnan, Lavanya Tripathi",2,2,2
23-Jan-17,Tamil,movie,Kavalai Vendam,"Jeeva, Kajal Agarwal",1,1,1
22-Jan-17,Telugu,movie,Oosaravelli,"Jr NTR, Tamanna",2,3,1
05-Jan-17,English,movie,The Accountant,Ben Affleck,3,4,1
02-Jan-17,English,movie,Jack Reacher: Never Go Back,,3,3,1
29-Dec-16,Tamil,movie,Achcham Enbadu Madamaiyada,,4,4,2
29-Dec-16,English,movie,Now You See Me 2,,3,3,1
26-Dec-16,Tamil,movie,Kodi,,3,3,1
24-Dec-16,English,movie,Star Trek Beyond,,3,4,1
22-Dec-16,Telugu,movie,Janatha Garage,,2,2,2
20-Dec-16,Telugu,movie,Sarrainodu,,2,2,1
15-Dec-16,Tamil,movie,Remo,,3,3,2
10-Dec-16,English,movie,Jason Bourne,,3,3,1
07-Dec-16,English,movie,Sully,,4,4,1
05-Dec-16,Hindi,movie,Airlift,,4,4,1
04-Dec-16,Hindi,movie,Kahaani,,4,5,2
03-Dec-16,Telugu,movie,Dubai Seenu,,3,3,1
01-Dec-16,English,movie,The Wolverine,,3,3,1
